movie_title;score;num_votes;num_reviews;link
Harry Brown;7.2;74435;224.0;http://www.imdb.com/title/tt1289406/
Octopussy;6.6;74374;225.0;http://www.imdb.com/title/tt0086034/
Justin Bieber: Never Say Never;1.6;74351;233.0;http://www.imdb.com/title/tt1702443/
Doctor Dolittle;5.3;74343;98.0;http://www.imdb.com/title/tt0118998/
Bridget Jones: The Edge of Reason;5.9;74315;259.0;http://www.imdb.com/title/tt0317198/
Runaway Bride;5.5;74274;255.0;http://www.imdb.com/title/tt0163187/
Diamonds Are Forever;6.7;74249;276.0;http://www.imdb.com/title/tt0066995/
Here Comes the Boom;6.5;74169;112.0;http://www.imdb.com/title/tt1648179/
Licence to Kill;6.6;74009;317.0;http://www.imdb.com/title/tt0097742/
The Man with the Golden Gun;6.8;73950;258.0;http://www.imdb.com/title/tt0071807/
Frankenweenie;7.0;73886;165.0;http://www.imdb.com/title/tt1142977/
Election;7.3;73640;441.0;http://www.imdb.com/title/tt0126886/
Anaconda;4.6;73539;271.0;http://www.imdb.com/title/tt0118615/
They Live;7.3;73501;333.0;http://www.imdb.com/title/tt0096256/
Righteous Kill;6.0;73368;248.0;http://www.imdb.com/title/tt1034331/
Beginners;7.2;73349;142.0;http://www.imdb.com/title/tt1532503/
Grosse Pointe Blank;7.4;73347;296.0;http://www.imdb.com/title/tt0119229/
Brooklyn;7.5;73249;212.0;http://www.imdb.com/title/tt2381111/
Dead Man Walking;7.6;73193;190.0;http://www.imdb.com/title/tt0112818/
The Thomas Crown Affair;6.8;73068;419.0;http://www.imdb.com/title/tt0155267/
Finding Forrester;7.3;73006;297.0;http://www.imdb.com/title/tt0181536/
The Raven;6.4;72886;190.0;http://www.imdb.com/title/tt1486192/
Sky Captain and the World of Tomorrow;6.1;72868;618.0;http://www.imdb.com/title/tt0346156/
Killers;5.4;72867;120.0;http://www.imdb.com/title/tt1103153/
A Christmas Carol;6.8;72809;249.0;http://www.imdb.com/title/tt1067106/
St. Vincent;7.3;72803;171.0;http://www.imdb.com/title/tt2170593/
Sex Drive;6.5;72715;103.0;http://www.imdb.com/title/tt1135985/
We Own the Night;6.9;72693;199.0;http://www.imdb.com/title/tt0498399/
War;6.3;72673;166.0;http://www.imdb.com/title/tt0499556/
Haywire;5.8;72646;397.0;http://www.imdb.com/title/tt1506999/
Primer;7.0;72639;371.0;http://www.imdb.com/title/tt0390384/
Atlantis: The Lost Empire;6.8;72591;289.0;http://www.imdb.com/title/tt0230011/
Piranha 3D;5.5;72552;374.0;http://www.imdb.com/title/tt0464154/
Sling Blade;8.0;72443;309.0;http://www.imdb.com/title/tt0117666/
Bedtime Stories;6.1;72326;116.0;http://www.imdb.com/title/tt0960731/
Driving Miss Daisy;7.4;72324;134.0;http://www.imdb.com/title/tt0097239/
ParaNorman;7.0;72287;176.0;http://www.imdb.com/title/tt1623288/
Final Fantasy: The Spirits Within;6.4;72259;788.0;http://www.imdb.com/title/tt0173840/
For Your Eyes Only;6.8;72085;263.0;http://www.imdb.com/title/tt0082398/
West Side Story;7.6;71919;316.0;http://www.imdb.com/title/tt0055614/
WarGames;7.1;71842;152.0;http://www.imdb.com/title/tt0086567/
In the Heart of the Sea;7.0;71782;161.0;http://www.imdb.com/title/tt1390411/
A League of Their Own;7.2;71754;166.0;http://www.imdb.com/title/tt0104694/
Out of Sight;7.0;71708;307.0;http://www.imdb.com/title/tt0120780/
My Week with Marilyn;7.0;71679;216.0;http://www.imdb.com/title/tt1655420/
The Legend of Zorro;5.9;71574;244.0;http://www.imdb.com/title/tt0386140/
Treasure Planet;7.1;71527;217.0;http://www.imdb.com/title/tt0133240/
Monster's Ball;7.1;71495;522.0;http://www.imdb.com/title/tt0285742/
Scooby-Doo;4.9;71424;521.0;http://www.imdb.com/title/tt0267913/
Another Earth;7.0;71387;228.0;http://www.imdb.com/title/tt1549572/
Leap Year;6.4;71276;181.0;http://www.imdb.com/title/tt1216492/
Elektra;4.8;71202;380.0;http://www.imdb.com/title/tt0357277/
National Lampoon's Vacation;7.4;71183;183.0;http://www.imdb.com/title/tt0085995/
Monster House;6.6;71137;229.0;http://www.imdb.com/title/tt0385880/
Half Nelson;7.2;70885;189.0;http://www.imdb.com/title/tt0468489/
Mirror Mirror;5.6;70838;208.0;http://www.imdb.com/title/tt1667353/
The New World;6.7;70771;671.0;http://www.imdb.com/title/tt0402399/
A Good Year;6.9;70698;196.0;http://www.imdb.com/title/tt0401445/
That's My Boy;5.6;70681;198.0;http://www.imdb.com/title/tt1232200/
Amour;7.9;70382;190.0;http://www.imdb.com/title/tt1602620/
Ultraviolet;4.4;70341;830.0;http://www.imdb.com/title/tt0370032/
Beasts of the Southern Wild;7.3;70336;269.0;http://www.imdb.com/title/tt2125435/
Sweet November;6.7;70292;274.0;http://www.imdb.com/title/tt0230838/
The Last Emperor;7.8;70274;133.0;http://www.imdb.com/title/tt0093389/
Hide and Seek;5.9;70205;450.0;http://www.imdb.com/title/tt0382077/
Persepolis;8.0;70194;158.0;http://www.imdb.com/title/tt0808417/
Bring It On;5.9;70141;385.0;http://www.imdb.com/title/tt0204946/
Home;6.7;70121;214.0;http://www.imdb.com/title/tt2224026/
Hostel: Part II;5.4;69989;384.0;http://www.imdb.com/title/tt0498353/
Arlington Road;7.2;69980;591.0;http://www.imdb.com/title/tt0137363/
It's Complicated;6.6;69860;214.0;http://www.imdb.com/title/tt1230414/
My Name Is Khan;8.0;69759;235.0;http://www.imdb.com/title/tt1188996/
Ghostbusters;5.5;69757;1211.0;http://www.imdb.com/title/tt1289401/
Cool Runnings;6.9;69733;97.0;http://www.imdb.com/title/tt0106611/
The Best Offer;7.8;69676;131.0;http://www.imdb.com/title/tt1924396/
Clear and Present Danger;6.9;69663;133.0;http://www.imdb.com/title/tt0109444/
Cop Land;6.9;69576;207.0;http://www.imdb.com/title/tt0118887/
Funny Games;6.5;69569;436.0;http://www.imdb.com/title/tt0808279/
Moonraker;6.3;69534;294.0;http://www.imdb.com/title/tt0079574/
London Has Fallen;5.9;69484;323.0;http://www.imdb.com/title/tt3300542/
The Living Daylights;6.7;69457;271.0;http://www.imdb.com/title/tt0093428/
3 Days to Kill;6.2;69355;211.0;http://www.imdb.com/title/tt2172934/
Analyze That;5.9;69319;138.0;http://www.imdb.com/title/tt0289848/
The Quick and the Dead;6.4;69197;216.0;http://www.imdb.com/title/tt0114214/
The Weather Man;6.6;69172;316.0;http://www.imdb.com/title/tt0384680/
The Spiderwick Chronicles;6.6;68935;125.0;http://www.imdb.com/title/tt0416236/
Around the World in 80 Days;5.8;68720;191.0;http://www.imdb.com/title/tt0327437/
A View to a Kill;6.3;68565;300.0;http://www.imdb.com/title/tt0090264/
Gremlins 2: The New Batch;6.3;68428;148.0;http://www.imdb.com/title/tt0099700/
You, Me and Dupree;5.6;68417;195.0;http://www.imdb.com/title/tt0463034/
Maid in Manhattan;5.1;68417;242.0;http://www.imdb.com/title/tt0252076/
Jingle All the Way;5.4;68406;162.0;http://www.imdb.com/title/tt0116705/
Thirteen;6.8;68222;545.0;http://www.imdb.com/title/tt0328538/
Take Shelter;7.4;68211;219.0;http://www.imdb.com/title/tt1675192/
The Doors;7.2;68159;209.0;http://www.imdb.com/title/tt0101761/
The Kite Runner;7.6;68119;230.0;http://www.imdb.com/title/tt0419887/
Jackass: The Movie;6.6;67992;327.0;http://www.imdb.com/title/tt0322802/
Saw 3D: The Final Chapter;5.6;67978;279.0;http://www.imdb.com/title/tt1477076/
Secretary;7.1;67949;390.0;http://www.imdb.com/title/tt0274812/
To Rome with Love;6.3;67893;163.0;http://www.imdb.com/title/tt1859650/
Hidalgo;6.7;67856;345.0;http://www.imdb.com/title/tt0317648/
The Last House on the Left;6.6;67822;279.0;http://www.imdb.com/title/tt0844708/
August: Osage County;7.3;67797;285.0;http://www.imdb.com/title/tt1322269/
Mean Streets;7.4;67797;223.0;http://www.imdb.com/title/tt0070379/
Beautiful Creatures;6.2;67796;258.0;http://www.imdb.com/title/tt1559547/
Crazy Heart;7.3;67760;226.0;http://www.imdb.com/title/tt1263670/
Zathura: A Space Adventure;6.1;67707;202.0;http://www.imdb.com/title/tt0406375/
Step Up 2: The Streets;6.2;67653;108.0;http://www.imdb.com/title/tt1023481/
Wag the Dog;7.1;67604;218.0;http://www.imdb.com/title/tt0120885/
World Trade Center;6.0;67395;564.0;http://www.imdb.com/title/tt0469641/
Journey 2: The Mysterious Island;5.8;67296;133.0;http://www.imdb.com/title/tt1397514/
Night at the Museum: Secret of the Tomb;6.2;67223;126.0;http://www.imdb.com/title/tt2692250/
Mr. Popper's Penguins;6.0;67191;108.0;http://www.imdb.com/title/tt1396218/
She's All That;5.8;67115;389.0;http://www.imdb.com/title/tt0160862/
Semi-Pro;5.8;67005;119.0;http://www.imdb.com/title/tt0839980/
Witness;7.4;66966;175.0;http://www.imdb.com/title/tt0090329/
My Fair Lady;7.9;66959;258.0;http://www.imdb.com/title/tt0058385/
Big Momma's House;5.1;66941;148.0;http://www.imdb.com/title/tt0208003/
Scoop;6.7;66840;248.0;http://www.imdb.com/title/tt0457513/
Sicko;8.0;66610;429.0;http://www.imdb.com/title/tt0386032/
The Smurfs;5.5;66593;153.0;http://www.imdb.com/title/tt0472181/
New Year's Eve;5.7;66579;134.0;http://www.imdb.com/title/tt1598822/
42;7.5;66511;200.0;http://www.imdb.com/title/tt0453562/
The Witch;6.8;66483;452.0;http://www.imdb.com/title/tt4263482/
The Dukes of Hazzard;5.1;66382;612.0;http://www.imdb.com/title/tt0377818/
The Pacifier;5.5;66308;225.0;http://www.imdb.com/title/tt0395699/
Vacation;6.1;66123;219.0;http://www.imdb.com/title/tt1524930/
Assault on Precinct 13;6.3;65979;220.0;http://www.imdb.com/title/tt0398712/
The Celebration;8.1;65951;258.0;http://www.imdb.com/title/tt0154420/
Legend of the Guardians: The Owls of Ga'Hoole;7.0;65785;160.0;http://www.imdb.com/title/tt1219342/
I, Frankenstein;5.1;65709;194.0;http://www.imdb.com/title/tt1418377/
Spanglish;6.5;65668;342.0;http://www.imdb.com/title/tt0371246/
88 Minutes;5.9;65628;262.0;http://www.imdb.com/title/tt0411061/
Nacho Libre;5.7;65551;441.0;http://www.imdb.com/title/tt0457510/
Thir13en Ghosts;5.5;65512;478.0;http://www.imdb.com/title/tt0245674/
The Pink Panther;5.6;65499;424.0;http://www.imdb.com/title/tt0383216/
The Hudsucker Proxy;7.3;65474;211.0;http://www.imdb.com/title/tt0110074/
Battlefield Earth;2.4;65464;1308.0;http://www.imdb.com/title/tt0185183/
U-571;6.6;65297;602.0;http://www.imdb.com/title/tt0141926/
Open Season;6.2;65270;100.0;http://www.imdb.com/title/tt0400717/
Gosford Park;7.3;65201;651.0;http://www.imdb.com/title/tt0280707/
Abduction;5.0;65044;173.0;http://www.imdb.com/title/tt1600195/
The Invasion;5.9;65037;273.0;http://www.imdb.com/title/tt0427392/
The Conjuring 2;7.8;64989;279.0;http://www.imdb.com/title/tt3065204/
Bad Lieutenant: Port of Call New Orleans;6.7;64944;212.0;http://www.imdb.com/title/tt1095217/
The Guard;7.3;64794;131.0;http://www.imdb.com/title/tt1540133/
Snitch;6.5;64747;122.0;http://www.imdb.com/title/tt0882977/
The Santa Clause;6.4;64742;111.0;http://www.imdb.com/title/tt0111070/
Young Adult;6.3;64682;203.0;http://www.imdb.com/title/tt1625346/
Youth in Revolt;6.5;64646;105.0;http://www.imdb.com/title/tt0403702/
Notes on a Scandal;7.4;64625;281.0;http://www.imdb.com/title/tt0465551/
Kate & Leopold;6.4;64595;316.0;http://www.imdb.com/title/tt0035423/
The Sea Inside;8.1;64556;140.0;http://www.imdb.com/title/tt0369702/
Cloudy with a Chance of Meatballs 2;6.5;64387;85.0;http://www.imdb.com/title/tt1985966/
Kung Fu Panda 3;7.2;64322;145.0;http://www.imdb.com/title/tt2267968/
Beastly;5.6;64190;129.0;http://www.imdb.com/title/tt1152398/
Snake Eyes;5.9;64121;241.0;http://www.imdb.com/title/tt0120832/
The House Bunny;5.5;63969;126.0;http://www.imdb.com/title/tt0852713/
Swingers;7.4;63951;252.0;http://www.imdb.com/title/tt0117802/
The Piano;7.6;63931;241.0;http://www.imdb.com/title/tt0107822/
Malcolm X;7.7;63923;156.0;http://www.imdb.com/title/tt0104797/
Chicken Little;5.8;63912;251.0;http://www.imdb.com/title/tt0371606/
Pet Sematary;6.6;63855;248.0;http://www.imdb.com/title/tt0098084/
American Graffiti;7.5;63839;238.0;http://www.imdb.com/title/tt0069704/
Phenomenon;6.4;63839;118.0;http://www.imdb.com/title/tt0117333/
The Straight Story;8.0;63733;414.0;http://www.imdb.com/title/tt0166896/
The Mothman Prophecies;6.5;63677;460.0;http://www.imdb.com/title/tt0265349/
Flubber;5.2;63625;64.0;http://www.imdb.com/title/tt0119137/
Into the Blue;5.8;63599;208.0;http://www.imdb.com/title/tt0378109/
Broken City;6.2;63548;134.0;http://www.imdb.com/title/tt1235522/
Eat Pray Love;5.7;63493;302.0;http://www.imdb.com/title/tt0879870/
Kingpin;6.9;63459;185.0;http://www.imdb.com/title/tt0116778/
Paper Towns;6.4;63390;160.0;http://www.imdb.com/title/tt3622592/
The Black Dahlia;5.6;63363;644.0;http://www.imdb.com/title/tt0387877/
Star Trek: The Motion Picture;6.4;63330;405.0;http://www.imdb.com/title/tt0079945/
The Fisher King;7.6;63274;170.0;http://www.imdb.com/title/tt0101889/
Awake;6.5;63216;196.0;http://www.imdb.com/title/tt0211933/
The Fourth Kind;5.9;63108;330.0;http://www.imdb.com/title/tt1220198/
Paris, je t'aime;7.3;63084;123.0;http://www.imdb.com/title/tt0401711/
Unfaithful;6.7;63067;533.0;http://www.imdb.com/title/tt0250797/
Get Shorty;6.9;62986;150.0;http://www.imdb.com/title/tt0113161/
Assassins;6.3;62981;84.0;http://www.imdb.com/title/tt0112401/
A Cinderella Story;5.9;62861;232.0;http://www.imdb.com/title/tt0356470/
Doomsday;6.0;62770;396.0;http://www.imdb.com/title/tt0483607/
A Very Long Engagement;7.7;62607;239.0;http://www.imdb.com/title/tt0344510/
Derailed;6.6;62584;375.0;http://www.imdb.com/title/tt0398017/
Stir of Echoes;7.0;62468;374.0;http://www.imdb.com/title/tt0164181/
Turbo;6.5;62424;90.0;http://www.imdb.com/title/tt1860353/
The Last Song;5.8;62421;185.0;http://www.imdb.com/title/tt1294226/
Premonition;5.9;62364;337.0;http://www.imdb.com/title/tt0477071/
40 Days and 40 Nights;5.6;62272;207.0;http://www.imdb.com/title/tt0243736/
Dante's Peak;5.8;62271;277.0;http://www.imdb.com/title/tt0118928/
Child's Play;6.5;62038;281.0;http://www.imdb.com/title/tt0094862/
Flatliners;6.6;62037;148.0;http://www.imdb.com/title/tt0099582/
Conan the Destroyer;5.8;62009;109.0;http://www.imdb.com/title/tt0087078/
Rock of Ages;5.9;61995;356.0;http://www.imdb.com/title/tt1336608/
The Tuxedo;5.3;61966;207.0;http://www.imdb.com/title/tt0290095/
Inherent Vice;6.7;61935;242.0;http://www.imdb.com/title/tt1791528/
Slither;6.5;61912;352.0;http://www.imdb.com/title/tt0439815/
Super;6.8;61787;203.0;http://www.imdb.com/title/tt1512235/
The Duchess;6.9;61777;140.0;http://www.imdb.com/title/tt0864761/
The Land Before Time;7.3;61753;133.0;http://www.imdb.com/title/tt0095489/
Burlesque;6.4;61680;222.0;http://www.imdb.com/title/tt1126591/
Frida;7.4;61651;271.0;http://www.imdb.com/title/tt0120679/
Star Trek IV: The Voyage Home;7.3;61621;219.0;http://www.imdb.com/title/tt0092007/
Mona Lisa Smile;6.4;61490;264.0;http://www.imdb.com/title/tt0304415/
Collateral Damage;5.5;61417;339.0;http://www.imdb.com/title/tt0233469/
Scrooged;7.0;61396;159.0;http://www.imdb.com/title/tt0096061/
Burnt;6.6;61360;129.0;http://www.imdb.com/title/tt2503944/
Sky High;6.2;61321;217.0;http://www.imdb.com/title/tt0405325/
The Wedding Planner;5.2;61317;229.0;http://www.imdb.com/title/tt0209475/
How to Lose Friends & Alienate People;6.5;61269;98.0;http://www.imdb.com/title/tt0455538/
Sunshine Cleaning;6.9;61151;134.0;http://www.imdb.com/title/tt0862846/
Selma;7.5;61114;212.0;http://www.imdb.com/title/tt1020072/
Species;5.8;61018;140.0;http://www.imdb.com/title/tt0114508/
The Color Purple;7.8;60988;199.0;http://www.imdb.com/title/tt0088939/
Hail, Caesar!;6.4;60926;302.0;http://www.imdb.com/title/tt0475290/
Six Days Seven Nights;5.7;60910;164.0;http://www.imdb.com/title/tt0120828/
The Flintstones;4.8;60884;85.0;http://www.imdb.com/title/tt0109813/
House of 1000 Corpses;6.0;60709;922.0;http://www.imdb.com/title/tt0251736/
The Incredible Burt Wonderstone;5.9;60596;158.0;http://www.imdb.com/title/tt0790628/
Speed 2: Cruise Control;3.7;60573;248.0;http://www.imdb.com/title/tt0120179/
Blue Streak;6.3;60572;144.0;http://www.imdb.com/title/tt0181316/
Case 39;6.2;60555;174.0;http://www.imdb.com/title/tt0795351/
Ghost Town;6.7;60516;147.0;http://www.imdb.com/title/tt0995039/
The Long Kiss Goodnight;6.7;60508;285.0;http://www.imdb.com/title/tt0116908/
Star Trek: Generations;6.6;60504;249.0;http://www.imdb.com/title/tt0111280/
Hocus Pocus;6.7;60494;132.0;http://www.imdb.com/title/tt0107120/
Days of Thunder;5.9;60476;97.0;http://www.imdb.com/title/tt0099371/
Mission to Mars;5.6;60467;949.0;http://www.imdb.com/title/tt0183523/
Flipped;7.7;60460;104.0;http://www.imdb.com/title/tt0817177/
21 & Over;5.9;60407;84.0;http://www.imdb.com/title/tt1711425/
Jack and Jill;3.4;60370;264.0;http://www.imdb.com/title/tt0810913/
G.I. Jane;5.8;60326;142.0;http://www.imdb.com/title/tt0119173/
The Squid and the Whale;7.4;60295;232.0;http://www.imdb.com/title/tt0367089/
Beverly Hills Cop III;5.5;60293;114.0;http://www.imdb.com/title/tt0109254/
Inkheart;6.1;60232;110.0;http://www.imdb.com/title/tt0494238/
Penguins of Madagascar;6.7;60230;118.0;http://www.imdb.com/title/tt1911658/
Space Cowboys;6.4;60165;326.0;http://www.imdb.com/title/tt0186566/
Death Sentence;6.8;60156;299.0;http://www.imdb.com/title/tt0804461/
The Ruins;5.9;60062;351.0;http://www.imdb.com/title/tt0963794/
Frailty;7.3;59982;463.0;http://www.imdb.com/title/tt0264616/
On Her Majesty's Secret Service;6.8;59941;452.0;http://www.imdb.com/title/tt0064757/
Delivery Man;6.4;59805;95.0;http://www.imdb.com/title/tt2387559/
The Words;7.1;59637;130.0;http://www.imdb.com/title/tt1840417/
Sex and the City 2;4.3;59581;293.0;http://www.imdb.com/title/tt1261945/
The Pelican Brief;6.5;59569;89.0;http://www.imdb.com/title/tt0107798/
Do the Right Thing;7.9;59524;418.0;http://www.imdb.com/title/tt0097216/
Black Book;7.8;59507;232.0;http://www.imdb.com/title/tt0389557/
Go;7.3;59474;418.0;http://www.imdb.com/title/tt0139239/
Blindness;6.6;59462;300.0;http://www.imdb.com/title/tt0861689/
Be Cool;5.7;59435;323.0;http://www.imdb.com/title/tt0377471/
Deuce Bigalow: Male Gigolo;5.7;59380;202.0;http://www.imdb.com/title/tt0205000/
Fool's Gold;5.6;59352;138.0;http://www.imdb.com/title/tt0770752/
Killer Joe;6.7;59297;216.0;http://www.imdb.com/title/tt1726669/
Machete Kills;5.6;59248;164.0;http://www.imdb.com/title/tt2002718/
Along Came a Spider;6.3;59232;317.0;http://www.imdb.com/title/tt0164334/
No Reservations;6.3;59068;128.0;http://www.imdb.com/title/tt0481141/
Whatever Works;7.2;58967;169.0;http://www.imdb.com/title/tt1178663/
Garfield;5.0;58961;232.0;http://www.imdb.com/title/tt0356634/
What's Your Number?;6.0;58957;91.0;http://www.imdb.com/title/tt0770703/
The SpongeBob SquarePants Movie;7.0;58906;186.0;http://www.imdb.com/title/tt0345950/
Morning Glory;6.5;58871;156.0;http://www.imdb.com/title/tt1126618/
The Last Witch Hunter;6.0;58752;117.0;http://www.imdb.com/title/tt1618442/
Star Trek III: The Search for Spock;6.6;58743;192.0;http://www.imdb.com/title/tt0088170/
Elizabethtown;6.4;58658;495.0;http://www.imdb.com/title/tt0368709/
Rio 2;6.4;58498;99.0;http://www.imdb.com/title/tt2357291/
Star Trek: Nemesis;6.4;58450;842.0;http://www.imdb.com/title/tt0253754/
Shaft;5.9;58416;301.0;http://www.imdb.com/title/tt0162650/
Failure to Launch;5.6;58412;242.0;http://www.imdb.com/title/tt0427229/
Lost in Space;5.1;58402;370.0;http://www.imdb.com/title/tt0120738/
House at the End of the Street;5.6;58366;160.0;http://www.imdb.com/title/tt1582507/
Ninja Assassin;6.4;58349;194.0;http://www.imdb.com/title/tt1186367/
The Road to El Dorado;6.9;58300;139.0;http://www.imdb.com/title/tt0138749/
A Lot Like Love;6.6;58297;161.0;http://www.imdb.com/title/tt0391304/
The Station Agent;7.7;58260;286.0;http://www.imdb.com/title/tt0340377/
Volcano;5.4;58227;181.0;http://www.imdb.com/title/tt0120461/
Holes;7.1;58222;331.0;http://www.imdb.com/title/tt0311289/
The Haunting;4.9;58184;805.0;http://www.imdb.com/title/tt0171363/
Independence Day: Resurgence;5.5;58137;520.0;http://www.imdb.com/title/tt1628841/
The Siege;6.3;58023;281.0;http://www.imdb.com/title/tt0133952/
Domino;6.0;58015;374.0;http://www.imdb.com/title/tt0421054/
Act of Valor;6.5;57996;349.0;http://www.imdb.com/title/tt1591479/
Ever After: A Cinderella Story;7.0;57958;345.0;http://www.imdb.com/title/tt0120631/
Speed Racer;6.1;57873;414.0;http://www.imdb.com/title/tt0811080/
The Color of Money;7.0;57831;115.0;http://www.imdb.com/title/tt0090863/
Self/less;6.5;57674;126.0;http://www.imdb.com/title/tt2140379/
Seabiscuit;7.3;57661;455.0;http://www.imdb.com/title/tt0329575/
Bloodsport;6.8;57578;210.0;http://www.imdb.com/title/tt0092675/
Just Married;5.4;57479;205.0;http://www.imdb.com/title/tt0305711/
Quarantine;6.0;57446;369.0;http://www.imdb.com/title/tt1082868/
The Outsiders;7.2;57363;308.0;http://www.imdb.com/title/tt0086066/
Project Almanac;6.4;57349;177.0;http://www.imdb.com/title/tt2436386/
Changing Lanes;6.5;57281;350.0;http://www.imdb.com/title/tt0264472/
Alvin and the Chipmunks;5.2;57276;146.0;http://www.imdb.com/title/tt0952640/
What to Expect When You're Expecting;5.7;57266;89.0;http://www.imdb.com/title/tt1586265/
A Most Wanted Man;6.8;57210;158.0;http://www.imdb.com/title/tt1972571/
The Craft;6.2;57140;195.0;http://www.imdb.com/title/tt0115963/
The Last Castle;6.9;57100;281.0;http://www.imdb.com/title/tt0272020/
Romeo Must Die;6.1;57040;365.0;http://www.imdb.com/title/tt0165929/
Bandits;6.6;57038;261.0;http://www.imdb.com/title/tt0219965/
Shaolin Soccer;7.3;56923;243.0;http://www.imdb.com/title/tt0286112/
Bowfinger;6.4;56874;358.0;http://www.imdb.com/title/tt0131325/
I Heart Huckabees;6.7;56813;381.0;http://www.imdb.com/title/tt0356721/
Star Trek: Insurrection;6.4;56741;515.0;http://www.imdb.com/title/tt0120844/
House of Sand and Fog;7.6;56665;469.0;http://www.imdb.com/title/tt0315983/
Charlie Bartlett;7.0;56654;124.0;http://www.imdb.com/title/tt0423977/
Double Jeopardy;6.4;56646;336.0;http://www.imdb.com/title/tt0150377/
Dope;7.3;56605;89.0;http://www.imdb.com/title/tt3850214/
Amistad;7.2;56509;227.0;http://www.imdb.com/title/tt0118607/
Hotel Transylvania 2;6.7;56501;97.0;http://www.imdb.com/title/tt2510894/
Dragonball: Evolution;2.7;56451;524.0;http://www.imdb.com/title/tt1098327/
The Postman;6.0;56403;376.0;http://www.imdb.com/title/tt0119925/
I Spit on Your Grave;6.3;56402;209.0;http://www.imdb.com/title/tt1242432/
A Perfect Getaway;6.5;56338;215.0;http://www.imdb.com/title/tt0971209/
The Texas Chainsaw Massacre: The Beginning;5.9;56269;366.0;http://www.imdb.com/title/tt0420294/
Chloe;6.3;56264;166.0;http://www.imdb.com/title/tt1352824/
George of the Jungle;5.4;56168;103.0;http://www.imdb.com/title/tt0119190/
Jeff, Who Lives at Home;6.5;56005;112.0;http://www.imdb.com/title/tt1588334/
Windtalkers;6.0;55994;454.0;http://www.imdb.com/title/tt0245562/
District B13;7.2;55928;157.0;http://www.imdb.com/title/tt0414852/
Dreamgirls;6.5;55901;503.0;http://www.imdb.com/title/tt0443489/
My Girl;6.8;55895;115.0;http://www.imdb.com/title/tt0102492/
The Messenger: The Story of Joan of Arc;6.4;55889;390.0;http://www.imdb.com/title/tt0151137/
Synecdoche, New York;7.5;55842;274.0;http://www.imdb.com/title/tt0383028/
Doctor Zhivago;8.0;55816;255.0;http://www.imdb.com/title/tt0059113/
Practical Magic;6.1;55749;257.0;http://www.imdb.com/title/tt0120791/
Whip It;6.9;55665;118.0;http://www.imdb.com/title/tt1172233/
Walk Hard: The Dewey Cox Story;6.7;55630;200.0;http://www.imdb.com/title/tt0841046/
The 5th Wave;5.2;55617;266.0;http://www.imdb.com/title/tt2304933/
[Rec] 2;6.6;55597;148.0;http://www.imdb.com/title/tt1245112/
The Iceman;6.9;55567;144.0;http://www.imdb.com/title/tt1491044/
Big Eyes;7.0;55539;147.0;http://www.imdb.com/title/tt1126590/
The Great Beauty;7.7;55516;124.0;http://www.imdb.com/title/tt2358891/
Star Trek VI: The Undiscovered Country;7.2;55513;188.0;http://www.imdb.com/title/tt0102975/
The Debt;6.9;55441;165.0;http://www.imdb.com/title/tt1226753/
I Still Know What You Did Last Summer;4.6;55398;418.0;http://www.imdb.com/title/tt0130018/
First Knight;5.9;55350;180.0;http://www.imdb.com/title/tt0113071/
Fatal Attraction;6.9;55101;201.0;http://www.imdb.com/title/tt0093010/
High Tension;6.8;55040;539.0;http://www.imdb.com/title/tt0338095/
A Very Harold & Kumar 3D Christmas;6.3;55008;93.0;http://www.imdb.com/title/tt1268799/
Elizabeth: The Golden Age;6.9;54787;216.0;http://www.imdb.com/title/tt0414055/
Splash;6.2;54723;99.0;http://www.imdb.com/title/tt0088161/
Beerfest;6.3;54710;177.0;http://www.imdb.com/title/tt0486551/
Harsh Times;7.0;54657;222.0;http://www.imdb.com/title/tt0433387/
Hackers;6.2;54650;223.0;http://www.imdb.com/title/tt0113243/
Wonder Boys;7.4;54643;335.0;http://www.imdb.com/title/tt0185014/
The Bridges of Madison County;7.5;54631;192.0;http://www.imdb.com/title/tt0112579/
Dead Snow;6.4;54601;200.0;http://www.imdb.com/title/tt1278340/
Seventh Son;5.5;54501;154.0;http://www.imdb.com/title/tt1121096/
Bottle Rocket;7.1;54478;184.0;http://www.imdb.com/title/tt0115734/
Deliver Us from Evil;6.2;54447;201.0;http://www.imdb.com/title/tt2377322/
Made of Honor;5.8;54421;101.0;http://www.imdb.com/title/tt0866439/
Stigmata;6.2;54390;398.0;http://www.imdb.com/title/tt0145531/
Jersey Girl;6.2;54346;358.0;http://www.imdb.com/title/tt0300051/
Mercury Rising;6.1;54314;127.0;http://www.imdb.com/title/tt0120749/
This Is Where I Leave You;6.6;54242;145.0;http://www.imdb.com/title/tt1371150/
Insidious: Chapter 3;6.1;54190;183.0;http://www.imdb.com/title/tt3195644/
Dead Man Down;6.5;54147;127.0;http://www.imdb.com/title/tt2101341/
Trollhunter;7.0;54104;199.0;http://www.imdb.com/title/tt1740707/
Into the Storm;5.8;54101;210.0;http://www.imdb.com/title/tt2106361/
Open Range;7.5;54096;494.0;http://www.imdb.com/title/tt0316356/
Surf's Up;6.8;54077;112.0;http://www.imdb.com/title/tt0423294/
Midnight Run;7.6;54042;215.0;http://www.imdb.com/title/tt0095631/
Escape from L.A.;5.7;54021;227.0;http://www.imdb.com/title/tt0116225/
